Date,LIN ,SAP ,SIE ,ALV ,AIR ,DTE ,MBG ,BAYN ,BAS ,MUV2 ,IFX ,DPW ,DB1 ,RWE ,VOW3 ,BMW ,MRK ,DBK ,ADS ,EOAN ,VNA ,SY1 ,SHL ,DTG ,FRE ,HNR1 ,P911 ,MTX ,HEN3 ,BEI ,QIA ,BNR ,SRT3 ,ZAL ,ENR ,PAH3 ,HEI ,1COV ,CON ,FME 
29/04/2022,301.45,97.56,117.78,216.2,105.5,17.57,67.1,62.9,50.41,227.3,27.45,40.92,166.2,39.59,148.94,78.51,176.95,9.626,193.72,9.93,38,113.45,51.26,25.8,33.8,148.9,97.93029412,193.65,61.36,95.82,44.04,73.94,359.1,37.83,18.43,79.54,55.26,41.29,66.02,59.44
02/05/2022,297.45,96.51,115.12,215,103.96,17.29,62.22,60.18,47.435,223.8,26.76,40.33,166.45,38.85,147.22,77.64,173.05,9.477,194.18,9.874,35.93,112.45,50.22,25.49,33.44,145.85,97.93029412,187.9,60.48,94.32,44.01,72.3,345.3,37.74,17.19,77.48,54.74,41.41,62.46,58.86
03/05/2022,300.1,95.25,114.56,217,106.44,17.376,62.88,61.14,47.51,225.3,27.425,40.2,166.6,39.08,150.2,79.98,174.05,9.861,192.26,9.824,36.2,109.85,50.42,26.26,34.06,146.8,97.93029412,197.1,60.96,93.52,44.06,72.18,350.3,38.07,17.865,79.58,55.22,39.4,64.32,60.4
04/05/2022,298,93.49,115.78,213.55,102.68,17.53,62.33,61.1,49.045,224.1,27.285,40.86,166.45,40.57,148.52,79.47,168,9.818,193.8,9.784,35.25,109.65,51.98,26.695,35.13,147.85,97.93029412,192.3,60.72,93.56,43.34,72.48,337.2,37.15,17.805,78.32,55.42,40.2,63.3,58
05/05/2022,297.4,95.22,116.58,199.76,108.96,17.592,61,60.54,47.575,219,27.335,39.96,163.7,40.3,147.18,78.03,169.8,9.451,188.22,9.752,35.89,109.35,53.06,25.74,35.05,137.55,97.93029412,189.95,59.56,93.32,44.05,71.34,337.7,33.21,17.35,77.78,54.18,38.75,60.54,59.1
06/05/2022,289.5,91.64,114.64,195.7,107.34,17.302,62.08,59.86,47.435,216.7,27.29,38.98,161.3,40.63,145.86,79.06,164.75,9.315,181.36,9.668,34.26,102.4,51.02,25.965,34.1,138.55,97.93029412,188.8,61.38,91.28,43.29,69.02,330.4,33.42,17.165,76.92,53.86,38.42,61.32,58.58
09/05/2022,285.65,90.77,111.7,191.66,103.82,17.142,60.56,58.72,47.08,213.7,25.645,36.26,158.65,40.03,142.72,77.62,163.45,8.956,173.54,9.762,32.71,98.4,49.7,25.76,34.03,137.2,97.93029412,179.3,61.42,89.04,42.87,65.82,314.9,31.9,16.68,74.56,53.74,37.54,60.42,57.56
10/05/2022,285.1,91.66,114.72,193.72,104.8,17.28,61.13,61.89,48.51,217,25.76,37.335,161.3,39.49,142.8,78.21,165.1,9.101,173.36,9.854,32.84,99.94,50.84,25.785,33.24,140.6,97.93029412,174.45,63.24,90.64,42.1,67.16,317.5,32.53,16.685,72.34,54.14,38.43,61.8,58.42
11/05/2022,289.35,93.07,116.8,205.15,107.4,17.51,63.86,58.04,49.6,227.5,26.765,37.815,162.1,40.4,146.7,82.26,169.55,9.314,181.86,10.23,34.17,101,51.64,26.1,34.08,144.15,97.93029412,180.05,63.3,93.5,42.56,68.66,330,32.17,16.23,76.14,54.72,39.08,64.02,58.6
12/05/2022,288.15,93.4,113.9,198.34,104.44,17.948,63.51,60.4,49.06,227.1,27.6,37.95,162,38.85,146.44,75.78,160,9.132,180.48,9.946,33.11,101.35,52.76,26.37,33.32,144.25,97.93029412,177.25,62.74,93.4,42.51,69.42,312.6,33.09,15.625,76.44,52.18,38.99,65.22,56.6
13/05/2022,297.85,94.98,116.08,200.4,106.38,18.322,64.1,61.54,49.38,228.1,28.595,38.96,162.85,39.91,144.2,77.66,160,9.347,180.96,9.894,33.19,102.25,54.38,27.405,34.09,144.35,97.93029412,180.45,62.9,95.28,44.17,71.3,335.8,34.12,16.45,77.82,52.18,39.55,66.36,56.36
16/05/2022,295.05,93.24,113.6,198.82,105.82,18.078,63.56,63.21,49.295,226.4,28.255,38.465,162.1,41.2,144.74,77.66,161,9.219,180.06,9.93,33.49,102.8,55.46,27.03,33.23,145.05,97.93029412,179.85,63.46,95.82,44.23,70.34,342.4,34.67,16.565,75.28,52.08,39.56,64.62,56.94
17/05/2022,301.2,93.94,116.5,202.25,108.28,18.126,65.14,64.12,50.69,229,28.79,39.34,164.25,41.25,145.92,78.62,164.6,9.538,183.3,9.914,33.63,105.1,56.16,28.785,33.25,146.7,97.93029412,183.8,63.58,95.9,44.02,70.92,346.4,35.61,16.8,73.18,52.56,40.72,65.72,56.86
18/05/2022,297.6,91.5,113.62,200.85,107.94,18.1,64.76,63.8,49.855,225.5,27.74,38.7,164.2,42.55,145.98,78.02,163.95,9.471,175.98,10.075,33.36,102.95,55.7,29.13,32.78,144.75,97.93029412,184.75,62.9,95.16,42.4,69.7,334.4,34.48,17.025,72.08,51.88,40.05,65.24,56.82
19/05/2022,294.65,90.23,112.46,194.8,106.6,18.08,63.28,63.4,48.86,222.8,27.845,37.48,159.15,42.47,145.32,77.84,167.7,9.492,171.88,9.956,33.8,101.3,54.52,28.36,31.79,143.45,97.93029412,181.95,61.58,93.16,42.29,69.06,338.3,35.92,17.09,70.86,52.02,39.61,65.78,55.82
20/05/2022,295.65,92.02,115.08,195.58,106.86,18.32,63.3,63.74,48.85,221.4,27.725,37.455,162.4,43.12,145.68,77.45,172.4,9.362,172.8,10.045,33.99,102.2,54.64,28.03,32.31,139.05,97.93029412,182.5,61.78,93.92,42.73,70.16,341,36,16.935,71.58,51.86,39.99,66.7,56.3
23/05/2022,302.8,93.01,116.7,199.38,107.22,18.49,64.56,64.47,49.735,223,28.05,38.09,162.7,43.32,147.82,78.24,175.9,10.018,175.48,10.105,34.5,102.75,54.72,28.5,32.04,141.15,97.93029412,181.3,62.62,95.52,42.84,71.72,343.1,35.72,16.81,73,52.62,40.94,66.84,56.08
24/05/2022,294.55,91.98,114.2,197.86,102.74,18.6,63.71,63.29,48.755,221.9,27.045,37.095,165.85,41.42,145.44,77.79,175.1,10.084,171.2,9.78,33.5,101.75,54.5,27.785,31.65,138.75,97.93029412,176.35,61.68,95.38,42.82,70.06,338.2,32.43,17.25,71.84,52.54,40.24,65.84,55.94
25/05/2022,296.7,90.63,114.82,197.48,104.82,18.83,64,63.78,49.465,222.7,26.845,37.51,163.25,42.3,147.78,78.55,176.45,10.256,172.08,9.928,33.87,101,53.76,27.995,31.9,139.7,97.93029412,178.6,61.96,95.1,42.8,70.36,341.1,33.75,16.925,72.72,53.74,41.01,66.92,56.7
26/05/2022,296.75,91.6,118.52,198.8,109.14,18.936,65.2,65.9,50.79,225.1,27.72,37.88,163.75,41.7,151.34,80.25,175.4,10.414,176.76,9.88,34.06,101.7,53.88,28.625,32.18,141.05,97.93029412,184.55,62.7,94.8,42.59,71.8,342.6,37.2,17.505,73.32,53.9,41.89,69.8,56.68
27/05/2022,305.75,93.99,121.86,200.2,112.02,19.08,66.02,66.58,51.11,228.3,29.005,38.1,163.75,40.46,152.24,80.77,178.2,10.392,179.96,9.65,35.57,104.25,56.28,29.05,32.51,143.8,97.93029412,189,61.66,95.32,44.05,73.18,362.9,37.48,17.62,73.42,54.2,42.18,70.4,56.58
30/05/2022,304.6,95.12,124.82,199.6,112.48,19.082,66.27,66.5,51.44,230.6,29.575,38.945,159.95,40.61,153.96,81.48,179.85,10.646,184.82,9.614,35.59,106.3,57.12,29.23,32.18,144.45,97.93029412,189.85,63.08,96.16,44.16,73.88,374.3,39.08,17.935,74.24,54.42,42.73,71.38,56.92
31/05/2022,301.4,92.79,122.44,195.02,108.74,19.124,66.2,66.58,51.29,227.7,28.94,38.505,156.25,41,154.68,80.63,175,10.374,184.46,9.484,35.45,102.75,55.88,29.03,31.88,142.4,97.93029412,183.85,63.7,96.52,42.81,71.96,375.6,37.85,17.935,76.14,54.1,42.5,71.28,56.64
01/06/2022,298.7,93.3,122.58,193.9,108.26,19.118,67.3,66.74,51.73,222,28.9,37.28,154.35,40.8,157.8,82.33,172.1,10.288,182.44,9.51,34.98,102.25,54.9,29.59,31.56,138.5,97.93029412,183.9,62.76,95.3,42.24,71.8,353.6,35.36,17.845,79.22,53.78,43.08,71.94,55.18
02/06/2022,305.55,93.85,125.24,194.74,109.24,19.092,67.8,65.51,52.6,223.4,29.54,37.745,155.5,40.6,158.96,83.82,174.8,10.214,186.6,9.468,35.62,103.9,55.46,29.72,31.11,139.55,97.93029412,185.35,62.96,96,42.58,72.56,372,36.59,18.39,79.18,54.08,44.05,72.3,53.26
03/06/2022,308.7,93.61,124.02,195.18,108.6,19.154,67.35,66.12,52.02,225.8,29,37.76,155.55,40.52,156.68,82.93,173.1,10.2,187.14,9.668,35.4,103.35,55.4,29.58,31.2,143.3,97.93029412,184.2,62.58,95.92,42.43,72.5,370.5,35.22,18.285,77.8,53.6,43.8,71.48,53.3
06/06/2022,313.5,94.72,125.84,198.3,111.32,19.25,68.23,66.68,52.52,229.3,29.29,38.705,156.4,41,158.6,83.58,175.35,10.456,188.34,9.646,35.89,103.9,55.54,29.895,31.29,144.25,97.93029412,188.9,63.22,96.84,42.93,73.06,370.3,36.6,18.64,77.46,54.46,44.06,74.42,53.62
07/06/2022,311.7,94.47,125,196.16,110.3,19.15,67.77,65.92,52.18,228.7,28.65,38.305,153.9,41.76,157.66,82.59,173.7,10.336,186,9.668,35.92,103.55,55.88,29.815,31.32,144.85,97.93029412,187.7,62.24,95.82,43.19,72.48,374.5,34.83,18.775,76.52,54.52,43.4,74.56,54.16
08/06/2022,308.55,93.6,124.16,191.58,108.24,18.68,67.95,65.87,52.68,223.9,28.505,36.9,150.9,41.36,159.8,83.5,176,10.14,186.98,9.644,35.62,103.25,56.22,30.02,31.23,141.6,97.93029412,186.9,61.7,94.78,43.75,71.9,383.1,34.51,18.45,76.14,54.22,43.81,75.12,53.1
09/06/2022,303.5,92.35,121.68,189.38,105.36,18.56,66.95,65.39,51.87,225.2,27.53,35.785,150.55,41.05,157.2,82.66,173.05,10.014,181.4,9.574,33.88,101.5,54.78,29.375,30.41,142.55,97.93029412,180.7,61.36,98.72,43.46,70.68,368.2,31.59,17.22,74.96,53.9,43.36,75.36,51.28
10/06/2022,293.5,89.03,115.1,182.5,101.94,18.15,64.91,63.56,49.63,219,26.645,34.815,151.95,40.7,152.28,80.54,168.65,9.428,175.7,9.522,32.75,101,52.68,28.44,30.03,137.2,97.93029412,176.2,60.02,97.48,42.36,68.52,357.7,30.76,16.845,72.7,51.44,41.56,73.64,51.02
13/06/2022,287.95,87,111.6,182.04,97.58,17.812,62.15,63.47,49.075,218.8,24.83,34.235,150.1,38.98,145.18,77.97,167.6,9.25,169.68,9.326,30.86,99.48,50.6,27.78,29.91,138.25,97.93029412,168.8,59.7,97.4,42.22,70.7,331,29.5,15.975,69.02,50.14,40.77,70.98,51.32
14/06/2022,283.4,87.01,109.22,182.06,96.38,17.818,62.29,63.61,48.39,219.4,24.27,34.58,151.85,38.17,144.16,77.61,163.45,9.256,164.54,9.09,31.62,95.72,49.76,27.36,29.63,139.25,97.93029412,168.75,58.78,93.04,40.83,70.78,314.9,27.67,15.605,68.46,49.68,39.6,70.62,50.46
15/06/2022,287.1,88.99,108.98,186.5,96.67,18,63.44,63.54,49.03,226.2,24.995,35.325,154.35,38.57,147.06,79.54,164,9.496,166.44,9.1,31.59,97.12,46.5,27.63,29.74,143.15,97.93029412,173,59.38,93.5,42.28,72.26,319.8,28.45,15.825,69.42,51.06,39.59,73.04,50.44
16/06/2022,274.8,87.77,102.3,183.5,93.12,17.804,61.7,61.75,45.665,220.9,23.43,34.445,154.3,37.1,142.8,77.15,163.25,9.338,162,8.496,30.28,95.34,45.31,26.65,29.11,140.3,97.93029412,170,57.54,91.02,41.55,69,302.4,24.91,15.35,68.56,49.76,36.15,69.22,49.9
17/06/2022,274.95,89.02,103.62,183.44,94.12,18.096,61.93,62.55,45.3,218.9,23.735,35.225,154,37.39,141.66,77.6,158.15,9.401,166,8.72,31.26,97.28,44.95,26.825,28.9,137.4,97.93029412,171.2,58.26,89.72,41.39,67.72,308.1,25.71,15.31,67.5,49.76,35.73,69.62,49.44
20/06/2022,276.1,89.24,103.54,186.12,97.04,18.524,62.98,63.36,45.75,222.6,24.095,34.875,154.75,38.79,143.8,78.72,157.7,9.663,166.52,8.77,31.07,100.65,44.43,27.16,29.22,139.6,97.93029412,180.25,60.34,93.56,40.22,66.2,303.2,25.89,15.68,67.34,49.3,35.58,72.22,49.81
21/06/2022,284.1,89.46,103.14,185.14,96.06,18.352,64.17,62.06,46.075,220.2,24.4,35.245,154.75,39.01,146.48,79.66,158.65,9.709,166.08,8.728,31.71,100.8,44.33,27.185,27.79,137.85,97.93029412,177.4,60.08,94.08,40.99,65.64,307.6,25.49,15.77,68.44,49.52,36.12,72.5,45.31
22/06/2022,281,89.55,101.54,183.84,93.02,18.666,62.42,60.74,43.4,219.1,24.005,35.405,155.95,38.39,144.4,78.16,157.15,9.694,164.98,8.85,31.54,101.85,44.5,26.14,27,135.85,97.93029412,173.8,59.88,95.26,41.56,62.9,309.2,25.69,15.61,67.74,49.07,34.14,70.84,45.02
23/06/2022,282.1,89.38,99.26,179,90.87,18.658,58.58,58.54,41.43,217,23.355,35,156.2,38.62,139.06,74.9,156.1,8.512,167.06,8.746,30.93,101.9,44.65,25.215,27.56,131.35,97.93029412,170.3,59.54,96.68,42.18,59.9,315.1,25.54,15.22,65.42,47.57,33.11,67.4,46.16
24/06/2022,283.3,92.33,102.62,181.2,92.67,18.88,58.56,57.79,42.215,222.6,24.06,35.905,157.3,37.42,139.18,74.94,164.8,8.919,170.36,8.602,31.7,106.2,46.83,25.73,28.1,136.85,97.93029412,173.6,60.36,97.98,43.5,60.8,328.2,25.14,15.7,64.8,48.49,34.48,66.62,47.09
27/06/2022,280.5,92.3,104.14,181.04,93.41,18.842,59.24,59.4,42.81,220.8,24.505,36.515,158.95,36.81,138.88,75.73,165.1,8.89,171.88,8.514,31.24,106.25,47.85,26.09,28.73,136.4,97.93029412,172.4,60.9,98.62,44.6,61.78,334.5,25.72,15.645,66.1,48.78,34.26,68.28,47.69
28/06/2022,281.7,91.24,104.14,183.1,94.95,19.068,58.93,60.23,43.025,226.3,24.34,36.075,158,37.53,140.82,76.48,163.7,8.863,170.32,8.61,31.34,104.95,47.72,25.88,28.98,137.5,97.93029412,178.45,60.5,97.86,44.5,62.92,331.4,25.22,15.59,67.88,48.7,34.38,70,47.8
29/06/2022,275.95,90.17,101.4,183.72,92.15,19.034,57.6,57.62,41.58,223.3,23.905,35.89,159.65,37.03,134.46,74.52,160.8,8.571,170.02,8.368,30.59,104.3,47.36,25.33,29.14,137.05,97.93029412,173,59.8,98.56,44.37,62.1,325.5,24.71,14.61,65.82,47.42,32.98,68.68,48.01
30/06/2022,273.95,86.93,97.09,182.12,92.44,18.946,55.22,56.72,41.525,224.2,23.09,35.74,159.6,35.08,127.42,73.46,161,8.318,168.76,8.008,29.4,103.85,48.49,24.91,28.9,138.5,97.93029412,173.7,58.78,97.48,44.7,62.1,333.4,24.96,13.985,63.12,45.84,32.98,66.5,47.63
01/07/2022,271.6,86.7,96,182,95.21,19.216,55,57.35,41.27,228.1,22.29,35.85,154.45,36.92,127.48,73.76,165.7,8.053,167.64,8.202,29.52,105.65,48.13,25.035,29.14,140.15,97.93029412,177.3,59.38,98.3,45.46,61.94,343.2,26.15,14.22,62.94,45.88,32.53,66.38,47.58
04/07/2022,271.2,85.44,97.32,183.02,93.44,19.266,53.45,57.24,41.885,230.9,21.685,35.65,156.65,36.61,127,72.79,165.4,8.092,167.66,8.17,28.06,107.3,48.4,24.76,29.32,142.8,97.93029412,173.7,59.96,99.2,46.29,62.42,345.9,25.16,14.095,61.76,46.4,32.46,66.34,47.66
05/07/2022,261.7,85.43,93.74,175.22,89.31,18.864,51.03,55.52,39.325,216.1,21.065,35.345,155.3,35.49,120.8,71.5,167.85,7.763,166.24,7.916,27.84,107.3,47.83,22.84,28.53,131.8,97.93029412,160.1,60.04,98.76,46.65,60,353.8,23.8,13.37,59.06,43.72,30.79,62.54,47.26
06/07/2022,267.05,87.84,96.05,175.5,92.7,19.016,50.62,56.19,39.75,219.6,22.01,35.335,160.6,35.55,120.64,71.37,171.7,7.688,164.54,7.858,28.7,109.6,49.34,22.755,28.74,134.95,97.93029412,165.75,60.94,100.7,47.35,60.44,368,25.17,13.805,59.92,43.74,31,63.42,47.47
07/07/2022,270,88.89,97.71,178.46,94.77,19.202,53.85,56.59,41.3,224.3,22.755,36.32,158.75,35.71,126.96,74.78,173.3,7.983,169.28,8.032,29.01,108.3,48.38,24.4,28.61,140,97.93029412,169.75,61.04,99.3,47.84,61.96,369.9,26.61,14.4,63.82,45.19,32.25,65.72,47.26
08/07/2022,270.6,89.6,99.84,180.28,96,19.216,55.87,57.83,42.915,224.2,23.25,36.355,159.95,35.82,134.46,76.04,175.1,8.2,168.46,8.184,28.46,107.95,49.23,25.305,28.91,139,97.93029412,175.5,61.88,98.94,47.43,62.68,379.2,27.12,14.84,67.74,47.33,33.44,67.8,47.6
11/07/2022,272,88.38,96.8,178.28,96.62,19.222,53.58,56.15,41.265,220.9,22.78,35.775,160.95,36.49,130.28,73.79,176.65,7.87,163.08,8.112,28.01,109.55,48.53,24.045,28.34,136.45,97.93029412,173.2,61.54,98.12,47.6,61.52,391.4,26.06,14.44,66.1,46.33,32,65.32,46.92
12/07/2022,275.15,86.97,97.63,179.38,100.66,19.308,54,56.44,42.53,223.1,22.83,36.05,164.55,36.48,130.62,74.42,175.55,7.907,160.66,8.062,28.23,106.15,47.98,24.5,28.2,137.4,97.93029412,180.15,61.26,98.08,46.55,61.28,384.2,26.3,14.515,66.02,47.4,32.25,65.94,47.11
13/07/2022,272.2,85.41,96.11,175.98,101.26,19.19,51.52,56.15,41.45,221.5,22.765,35.93,165.2,36.16,128.34,72.46,174.05,7.778,160.94,8.052,28.26,106.15,47.66,23.855,27.4,136.75,97.93029412,178.55,61.64,98.76,46.16,60.16,380.9,25.26,14.305,65.24,46.3,32.03,65.26,46.23
14/07/2022,266.5,84.94,95.86,169.94,99.39,18.762,50.68,54.42,40.4,214.8,22.62,35.575,160.2,35.56,126.3,72.22,171.15,7.674,154.44,7.942,27.69,103.65,46.83,23.62,26.94,133.3,97.93029412,175.6,60.34,97.84,45.48,59.18,373.9,25.45,14.155,63.9,45.48,31.6,62.8,45.5
15/07/2022,274.15,87.23,100.1,173,103.78,19.082,52.87,55.63,41.455,219.6,23.22,36.32,159.6,36.82,132.24,75.12,174.25,7.799,160.96,8.048,28.19,105.1,48.52,24.37,27.55,136.95,97.93029412,183,61.06,97.98,46.34,61.32,382.2,25.7,14.175,67.48,46.78,32.19,65.94,46.54
18/07/2022,275.6,87.72,101.2,173.68,104.34,18.94,53.97,55.43,42.72,220.7,23.67,36.685,161,37.11,135.96,76,165.35,8.071,165.18,8.05,28.65,105.7,47.86,24.79,27.19,138.8,97.93029412,185.75,61.2,98.8,45.64,62.86,370.9,27.02,14.535,69.08,47.77,32.88,68.24,45.01
19/07/2022,279.1,89.88,105.78,175.72,105.88,19.082,56.44,58.07,44.685,223.9,24.3,37.585,162.55,38.59,141.22,78.13,170.5,8.432,175.92,8.394,29.46,107.25,48.9,25.705,27.88,140.6,97.93029412,189.8,62.02,100.45,45.9,64.18,378,28.04,14.875,70.38,49.67,34.79,70.86,45.7
20/07/2022,277.85,90.72,106.86,175.14,104.7,18.864,55.39,58.84,44.665,221.1,24.69,38.29,163.6,38.26,139.62,77.53,170.5,8.399,173.9,8.428,29.57,106.85,47.96,25.7,27.33,137.75,97.93029412,190.5,61.14,98.84,45.7,63.94,383.2,28.51,14.995,69.68,48.92,34.67,71.3,45.08
21/07/2022,280.7,88.14,107.14,174.38,104.74,18.734,55.08,57.4,43.67,219,25.225,38.415,165.1,37.25,135.88,76.89,180.6,8.46,175.08,8.116,29.97,109.6,49.88,25.65,26.93,136.35,97.93029412,190.6,61.6,99.38,47.46,66.04,413,28.55,14.985,68.64,48.47,33.96,71.76,43.96
22/07/2022,280.85,92.06,105.42,174.12,105.58,18.164,54.69,56.79,43.14,219.2,24.825,37.975,161.15,37.52,134.32,77.1,178.05,8.262,176.62,8.456,31.92,111.05,49.28,25.615,27.3,138.3,97.93029412,192.5,61.28,99.92,46.89,66.2,418.5,29.76,15.285,68.98,48.55,33.44,70.54,44.69
25/07/2022,280.15,90.01,104.4,174.42,105.66,18.182,55.45,57.69,43.14,220.1,24.8,37.755,161.6,37.84,132.64,77.97,180.35,8.351,176.02,8.43,30.84,109,48.24,25.465,27.44,137.55,97.93029412,191.1,61.28,99.74,46.39,65.66,399.3,28.82,14.975,68.12,48.54,33.16,70.88,44.67
26/07/2022,282.15,89.22,102.84,173.64,104.94,18.13,54.27,57.69,42.185,220.1,24.345,36.97,161.5,38.15,130.42,76.08,179.9,8.189,169.72,8.398,30.04,109.55,49,25.195,27.76,137.65,97.93029412,192.65,61.9,100.8,46.43,65.08,399.6,25.99,14.425,67.28,47.23,32.23,69.08,44.83
27/07/2022,283.9,88.85,104.52,173.82,106.06,18.496,56.25,57.02,41.62,220.2,25.25,36.925,165.25,39.16,130.8,76.58,180.85,8.055,161.06,8.498,31.01,110.25,49.14,25.82,27.24,137.4,97.93029412,187.4,61.52,100.45,46.83,65.24,406.8,26.39,14.895,67.28,47.91,32.34,67.02,43.73
28/07/2022,290.1,89.9,106.1,173.38,102.96,18.392,56.74,57,42.55,218,25.65,37.68,168.65,39.82,135.6,78.43,184.5,8.341,166.34,8.534,32,111.45,49.33,26.395,25.02,135.95,97.93029412,189.45,61.5,100.45,48.4,66.74,418,25.67,15.845,69.62,47.87,32.64,67.82,37.43
29/07/2022,295.4,90.68,108.54,177.32,104.98,18.506,57.22,57,43.415,221.1,26.55,38.9,170.5,40.18,137.3,79.48,185.7,8.526,167.8,8.77,32.47,113.6,50.02,26.59,24.95,138.3,97.93029412,188.1,62.28,100.65,48.86,68.36,435.5,27.35,16.185,70.4,49.5,33.23,69.22,36.16
01/08/2022,292.6,91.69,107.02,178.28,102.48,18.652,57.45,56.72,43.335,220.6,26.725,39.38,173.05,40.31,138.62,79.89,184.95,8.402,170.92,8.746,31.57,113,50.36,27.015,24.8,138.5,97.93029412,189.85,62.6,102.15,48.5,68.92,438.2,26.98,15.525,70.36,48.72,33.05,68.58,35.83
02/08/2022,291.85,89.63,106.4,176.24,102.78,18.858,57.8,58,43.74,220.8,26.46,38.85,172.4,40.16,141.52,81.08,182.7,8.41,167.08,8.908,31.47,114.4,49.62,27.325,24.08,138.8,97.93029412,188.7,62.74,102,48.47,68.24,435.2,26.12,15.3,70.78,48.45,33.51,67.12,36.04
03/08/2022,294.2,91.8,107.54,179.18,104.12,18.66,58.73,58.76,43.87,224.3,27.775,39.53,174.55,40.03,144.48,76.57,183.7,8.564,171,8.77,31.64,109.75,49.08,27.45,24.08,141.6,97.93029412,189.3,63.58,102.25,48.95,68.18,431.9,27.64,15.455,72.38,49.89,33.81,70.78,36.38
04/08/2022,297.3,92.84,109.26,179.46,103.84,18.618,59.13,57.28,44.225,223.9,28.53,39.935,173.9,40.36,143.6,76.27,185.75,8.626,175.24,8.792,30.21,111.75,50.9,27.895,24.23,144.7,97.93029412,188,64.08,104.5,48.75,68.88,429.4,31.26,16.09,72.28,50.9,33.14,69.28,36.28
05/08/2022,295.05,92.23,108.64,176.64,104.76,18.782,58.91,53.28,44.02,225.1,27.56,41.755,174,41.1,143.44,76.61,184.55,8.755,171.56,8.796,30.32,108.25,51.2,27.58,24.55,143.75,97.93029412,186.05,63.82,101.85,48.36,68.12,413.7,30.85,16.54,72.3,50.84,33.14,68.08,36.91
08/08/2022,296.8,93.1,109.4,177.84,106.12,18.774,60.47,52.95,44.8,228.4,27.55,40.62,174.75,41.97,145.7,78.1,186.1,8.799,175.1,9.034,30.96,109.5,51.7,27.91,24.52,144.85,97.93029412,189.05,64.74,102.75,48.56,68.14,421.6,31.34,16.37,73.12,50.92,33.19,69.44,36.79
09/08/2022,294.75,91.88,106.52,178.56,106.44,18.986,59.63,52.16,43.995,232.4,26.13,39.78,174.9,42.32,142.86,77.09,184,8.727,169,9.164,30.4,107.25,50.82,27.455,24.47,147.4,97.93029412,188.9,64.72,101.95,47.58,67.3,412.8,29.49,15.815,71.42,50.24,32.41,64.9,36.89
10/08/2022,299.25,93.38,109.18,178.5,107.58,18.856,60.52,51.9,44.445,235,27.065,40.495,172.7,42.49,145.92,77.99,187.8,8.829,173.36,8.95,31.14,109.8,51.6,27.935,24.67,146.2,97.93029412,190.05,64.8,102.4,48.03,69.54,423.8,31.32,16.695,72.34,51.22,32.98,67.1,36.65
11/08/2022,297.3,92.8,109.92,179,107.66,18.938,60.52,51.68,43.425,235.1,27.345,40.57,170.05,42.25,146.94,77.71,187.1,8.864,172.02,9.22,30.74,111,52.24,27.835,24.69,147.55,97.93029412,192.65,64.44,101.8,48.58,69.98,443,31.93,16.56,71.34,50.88,31.82,65.74,36.95
12/08/2022,301.65,93.03,111.84,181.08,108.4,18.684,60.93,54.15,44.155,238.7,27.47,40.01,164.5,42.52,148.32,78.55,183.6,9.061,173.2,9.408,31.43,111.5,51.66,28.4,24.57,150.4,97.93029412,192.15,64.78,101.75,48.36,70.2,440.2,31.99,16.355,70.08,50.88,32.57,67.04,36.65
15/08/2022,303.9,93.29,112.2,178.78,108.82,18.758,60.56,53.56,44.06,238.7,27.47,40.335,168.95,42.38,150.02,78.12,185.95,8.942,172.94,9.366,31.24,113.65,51.02,28.57,24.64,151.05,97.93029412,196.5,65.12,102.25,48.47,70.46,446.3,31.43,16.5,69.94,51.34,32.28,65.52,36.7
16/08/2022,306.85,92.57,112.04,179.94,110.66,19.112,61.22,54.3,44.75,239.7,27.5,40.805,168.2,43.52,150.6,79.25,184,8.964,173.36,9.508,31.65,112.4,51.14,28.675,24.91,151.25,97.93029412,198.15,65.84,102.95,47.69,71.02,443.9,30.75,16.47,71.76,51.58,32.98,67.22,37.3
17/08/2022,302.75,91.28,108.64,177.54,108.12,18.866,60.09,53.37,42.685,235.5,26.02,40.01,168.5,43.07,147,77.29,182.9,8.856,169.1,9.232,30,112.8,50.82,27.6,24.24,147.6,97.93029412,195.9,66.52,102.55,47.25,70.3,451,28.41,16.285,69.92,49.52,31.23,64,36.23
18/08/2022,305.8,91.51,110.26,178.52,108.3,18.796,60.34,54.06,43.44,235.8,26.74,39.96,170.8,42.91,148.92,77.89,182,8.868,167.52,9.162,30.22,114,50.24,27.505,24.57,148.75,97.93029412,194.95,66.72,102.75,46.94,70.88,452,27.09,16.36,69.94,49.5,31.85,64.92,35.91
19/08/2022,303,91.3,108.2,176.02,106.2,18.896,58.09,54.4,43.035,233.8,26.21,39.45,170.8,43.08,145.76,75.81,182,8.496,165.6,9.194,29.1,112.9,49.91,27.095,24.62,147.65,97.93029412,191.2,66.56,103.35,46.86,69.76,449.2,26.61,15.9,67.76,48.69,31.48,63.06,36.15
22/08/2022,297.05,89.18,103.7,173.5,103.1,18.988,55.91,53.41,41.18,232,25.215,38.055,170.95,42.7,139.4,73.02,179.9,8.387,156.98,8.92,28.54,112.05,48.46,26.1,25.5,146.3,97.93029412,187.25,66.16,103.15,47.12,67.68,443.9,25,15.205,64.76,46.95,29.33,60.58,36.18
